66047,1005346400.0,*Attacker*,*Mill*,Admind,647,54791,
66048,1005346400.0,*Attacker*,*Mill*,Sadmind_Ping,647,54791,
66061,1005346580.0,*Attacker*,*Plato*,Sadmind_Ping,651,32779,
66066,1005346580.0,*Attacker*,*Plato*,Admind,651,32779,
66058,1005346581.0,*Attacker*,*Solomon*,Admind,653,32772,
66059,1005346581.0,*Attacker*,*Solomon*,Sadmind_Ping,653,32772,
66062,1005346581.0,*Attacker*,*Smith*,Admind,652,32773,
66063,1005346581.0,*Attacker*,*Smith*,Sadmind_Ping,652,32773,
66114,1005346822.0,*Attacker*,*Locke*,Admind,660,56255,
66115,1005346822.0,*Attacker*,*Locke*,Sadmind_Ping,660,56255,
66110,1005346823.0,*Attacker*,*Pascal*,Admind,661,56261,
66111,1005346823.0,*Attacker*,*Pascal*,Sadmind_Ping,661,56261,
66182,1005347903.0,*Attacker*,*Mill*,Admind,668,60250,
66183,1005347903.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,668,60250,
66179,1005347906.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,669,60254,
66184,1005347906.0,*Attacker*,*Mill*,Admind,669,60254,
66180,1005347911.0,*Attacker*,*Mill*,Admind,670,60268,
66181,1005347911.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,670,60268,
66177,1005347914.0,*Attacker*,*Mill*,Admind,671,60275,
66178,1005347914.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,671,60275,
66203,1005347920.0,*Attacker*,*Mill*,Admind,672,60288,
66204,1005347920.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,672,60288,
66200,1005347922.0,*Attacker*,*Mill*,Sadmind_Amslverify_Overflow,673,60299,
66205,1005347922.0,*Attacker*,*Mill*,Admind,673,60299,
66197,1005347925.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,674,32779,
66198,1005347925.0,*Attacker*,*Plato*,Admind,675,32779,
66199,1005347925.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,675,32779,
66202,1005347925.0,*Attacker*,*Plato*,Admind,674,32779,
66191,1005347929.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,677,32779,
66194,1005347929.0,*Attacker*,*Plato*,Admind,676,32779,
66195,1005347929.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,676,32779,
66196,1005347929.0,*Attacker*,*Plato*,Admind,677,32779,
66188,1005347934.0,*Attacker*,*Plato*,Admind,679,32779,
66189,1005347934.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,679,32779,
66192,1005347934.0,*Attacker*,*Plato*,Admind,678,32779,
66193,1005347934.0,*Attacker*,*Plato*,Sadmind_Amslverify_Overflow,678,32779,
66185,1005347938.0,*Attacker*,*Smith*,Sadmind_Amslverify_Overflow,680,32773,
66190,1005347938.0,*Attacker*,*Smith*,Admind,680,32773,
66186,1005347940.0,*Attacker*,*Smith*,Admind,681,32773,
66187,1005347940.0,*Attacker*,*Smith*,Sadmind_Amslverify_Overflow,681,32773,
66220,1005347947.0,*Attacker*,*Smith*,Admind,682,32773,
66221,1005347947.0,*Attacker*,*Smith*,Sadmind_Amslverify_Overflow,682,32773,
66217,1005347949.0,*Attacker*,*Smith*,Sadmind_Amslverify_Overflow,683,32773,
66222,1005347949.0,*Attacker*,*Smith*,Admind,683,32773,
66218,1005347955.0,*Attacker*,*Smith*,Admind,684,32773,
66219,1005347955.0,*Attacker*,*Smith*,Sadmind_Amslverify_Overflow,684,32773,
66214,1005347957.0,*Attacker*,*Smith*,Admind,685,32773,
